Name,Date,Rate,Comment
M W,20/02/2019,1,"Search function is not useful. Also don't appreciate when Amazon makes changes, doesn't tell you what's going on and you waste time trying to figure out what's wrong on your end when it is them the whole time. Very disrespectful of customers time. Not to mention they don' have enough respect to ask you to change your password when they need you to, rather they just tell you your password is incorrect and you waste your time again retyping it in multiple times only to find out it is just them."
A Google user,01/03/2019,1,"Got bug My order just disappeared after few minutes Please fix this. And, the item I ordered cancelled itself Wow magical."
lee boyd,24/02/2019,3,the old one was a lot better new app feels like you have to tap multiple times hangs up slow slow slow. makes me want to go to Walmart. I hate walmart!!! please fix so i can buy stuff again
A Google user,26/02/2019,1,"so slow its no longer usefull unless u need a blank white screen with a rotating arrow i have to use google to get on amazon and sign in for each visit .no delays on amazon using google or duckduckgo , ebay is easyer i found out"
Ricky,05/03/2019,3,What happened to the drag to wishlist feature? there used to be a wishlist on the bottom of the screen. Then I could drag the product thumbnail to the wishlist. But now the best feature is just missing!
A Google user,07/03/2019,4,When it works it's good Constantly wants me to enter my password but won't pop up google keyboard or SwiftKey. Only works if Uninstalled and Reinstalled.
Stacy Smith,22/02/2019,4,"I've had no problems using the app except every time I open it, it tells me that it's not going to be supported anymore, so I touch Install and it gives me the choice to open or uninstall. So I open and everything is fine, but when is it not going to be fine? When I'm standing in line at Whole Foods with a basket of stuff I can't get a discount on? Why the message every time?"
Sonytheoao T,01/03/2019,1,"Feb update destroyed functionality. App produces blank white screen and locks up, rendering it useless."
Amir Hejazi,20/02/2019,1,why did Amazon take out the sorting option to choose from recently added (high to low) or (low to high) in the wishlist?. What is going on? Is Amazon trying to intentionally sabotage and anger customers which will affect sales!!! Bring the option back please thank you.
Krystine Simone,25/02/2019,5,"Totally love amazon! However, the ""add to list"" button doesnt work well i have to tap the screen like 10 times to add something to a list, you guys might want to fix that"
A Google user,07/03/2019,2,"Amazon is not like it used to be. The last 8 items we bought were either defective, not as advertised or sent the wrong item. It seems there is no quality control. We're just buying expensive junk we have to return and then wait a week for refunds."
Hasan Ekerol,24/02/2019,2,installment confusing.. I only wanted the translator not AMAZON or other Stuff..
Katherine Cabrera,21/02/2019,4,"I love it, very user friendly, the only issue i have had, is that when looking at my lists, or especially when trying to sort the items in them, I can only see top 3. For some reason it wouldnt scroll down below thw third item and in order to access them, I have to use the pc. I would love it if Amazon solved that issue.l"
Lonka R,25/02/2019,1,"confused, I'm being asked to install this version as the old one will no longer be supported but when I visit in here it asked to open the app not to install . everytime I use the app its getting irritating ☹ . Any suggestions?"
Michael Tsenter,04/03/2019,2,"When in image view, many items are shown with a grey tint until you zoom in at least a little. Also when in image view, the wishlist below is unresponsive. Same issues for a long time and tried on multiple flagship phones."
John catherall,03/03/2019,1,"Disgusting company, have been charging an account with my card details on for Amazon prime every month for a year or more, I've never had Amazon prime and when I spoke to customer service they were useless and I had to go to the bank to get it stopped from my card had well over £100 off me for no reason and no refund."
Jayd Bedi,25/02/2019,1,"well i tried to cancel my amazon prime membership and it gave me all the offers instead so i was looking at the annual offer decided it was a better deal and chose it, they said it wasnt gonna be charged until 2020 buy i just looked at my bank account and thank god i did they charged me 126 dollars without my knowledge or ever letting me know, if i didnt have the 13 dollars to pay it yhis month why the hell would i have 126 dollars just to spare come one amazon what the hell"
miketucky350,26/02/2019,1,Runs like absolute trash. How can a company with so much money make such a bad app on the #1 selling platform. I bet bet bezos wife recieved all development money in his divorce.
KayLynn Parvin,27/02/2019,1,"Very disappointing. Items will come broken and refunds aren't given properly and if they are, you get charged again. No wonder amazon makes so much money. You get double or triple charged each item. also they charge you for other prime accounts you have no connection to."
Ps121 HE,02/03/2019,1,"a lot og bugs. i.e. whwn i save to cart or move to cart it says my carts empty and I need to restart the app several times. also, i proceed to chrck out choose delivery address and it goes back to my cart. this just repeats over and over"
A Google user,01/03/2019,1,"I am big fun amazon shopper bought lots of stuffs for years and years and one day they just closed my account for no explanation i called the customer service and asked why, they couldn't even answer my question, all they can say your account closed, they couldn't tell you what the reason.."
Bruce Dudek,07/03/2019,1,This version of the app is always crashing. Bring back the old STABLE version. The dog pictures are nice but they are not a very big help.
